,ID89,name89,region,okrug,oblast_center,CityStatus,RaionCenter,Gubernia,Latitude,Longitude,lat2,long2,latlong,pop1926,pop1939,pop1959,pop1970,mp1926,mp1939,mp1959,mp1970,spop1926,spop1939,spop1959,spop1970,smp1926,smp1939,smp1959,smp1970,URAL,YUZHNY,DALNEV,PRIVOL,SEVER_ZAPAD,SIBIRSKII,TSENTRALNY,HBR,LBR
474,1008,Bariatino,Kaluzhskaia oblast',Tcentralny,0,0,1,15.0,54.31,34.53,2949.5761,1192.3209,1875.3243,0,0,NA,NA,31420.176139999996,65314.37123,91730.08673,119491.3855,0.0,0.0,NA,NA,107.2302813,122.92084550000001,130.5673179,136.6794707,0,0,0,0,0,0,1,0,0
475,1011,Borovsk,Kaluzhskaia oblast',Tcentralny,0,1,1,15.0,55.2,36.48,3047.04,1330.7904,2013.6960000000001,5822,0,10900,12300,49307.67931,107532.1818,153233.7774,198196.7431,75.15848118,0.0,86.42524819,88.68656656,116.7660725,134.2248633,142.5569135,148.76718630000002,0,0,0,0,0,0,1,0,0
476,1012,Balabanovo,Kaluzhskaia oblast',Tcentralny,0,1,0,15.0,55.17,36.64,3043.7289,1342.4896,2021.4288,0,0,3400,10900,51583.66215,111574.7325,160659.1927,208378.3193,0.0,0.0,66.1217917,86.42524819,117.7433389,135.0813415,143.689142,149.9917168,0,0,0,0,0,0,1,0,0
477,1013,Ermolino,Kaluzhskaia oblast',Tcentralny,0,0,0,15.0,55.2,36.61,3047.04,1340.2921,2020.872,0,0,NA,NA,51951.62439,112116.8873,161902.4787,210553.14399999997,0.0,0.0,NA,NA,117.89764640000001,135.1940412,143.87401440000002,150.2461436,0,0,0,0,0,0,1,0,0
479,1016,Kurovskoi,Kaluzhskaia oblast',Tcentralny,0,0,0,15.0,54.53,36.04,2973.5209,1298.8816,1965.2612,0,0,NA,NA,40703.55086,84923.31092999999,121404.6612,159125.593,0.0,0.0,NA,NA,112.658495,128.8112389,137.0511459,143.4592861,0,0,0,0,0,0,1,0,0
480,1017,Polotnianyi Zavod,Kaluzhskaia oblast',Tcentralny,0,0,0,15.0,54.74,35.99,2996.4676,1295.2801,1970.0926,0,0,NA,NA,40591.94722,85790.21772999999,122321.71800000001,158659.5132,0.0,0.0,NA,NA,112.6002179,129.0418814,137.227399,143.38902769999999,0,0,0,0,0,0,1,0,0
481,1018,Piatovskii,Kaluzhskaia oblast',Tcentralny,0,0,0,15.0,54.69,36.08,2990.9961,1301.7664,1973.2152,0,0,NA,NA,41034.04489,86501.82416,123453.8885,160628.5026,0.0,0.0,NA,NA,112.8302271,129.2296229,137.4433361,143.6845619,0,0,0,0,0,0,1,0,0
482,1019,Tovarkovo,Kaluzhskaia oblast',Tcentralny,0,0,0,15.0,54.69,35.96,2990.9961,1293.1216,1966.6524,0,0,NA,NA,40052.30824,84395.85757000001,120304.9214,156301.7742,0.0,0.0,NA,NA,112.3163658,128.66985590000002,136.83816950000002,143.0306895,0,0,0,0,0,0,1,0,0
483,1021,Duminichi,Kaluzhskaia oblast',Tcentralny,0,0,1,15.0,53.92,35.12,2907.3664,1233.4144,1893.6704,0,0,NA,NA,32294.2449,66441.22766,93752.68357000001,122469.1077,0.0,0.0,NA,NA,107.79930300000001,123.30043810000001,131.066219,137.2556136,0,0,0,0,0,0,1,0,0
485,1025,Belousovo,Kaluzhskaia oblast',Tcentralny,0,0,0,15.0,55.09,36.68,3034.9081,1345.4224,2020.7012,0,0,NA,NA,50427.38723,109142.1582,159518.7455,211309.1787,0.0,0.0,NA,NA,117.25185790000002,134.56943130000002,143.5184046,150.3340249,0,0,0,0,0,0,1,0,0
486,1031,Iznoski,Kaluzhskaia oblast',Tcentralny,0,0,1,15.0,54.99,35.33,3023.9001,1248.2089,1942.7967,0,0,NA,NA,37087.32584,78216.38382,110542.9521,142725.9725,0.0,0.0,NA,NA,110.6920842,126.95057140000002,134.865472,140.86560749999998,0,0,0,0,0,0,1,0,0
488,1036,Sosenskii,Kaluzhskaia oblast',Tcentralny,0,0,0,15.0,54.04,35.97,2920.3216,1293.8409,1943.8188,0,0,NA,NA,35828.85165,73572.27837,104880.6052,136435.6526,0.0,0.0,NA,NA,109.966866,125.57496450000001,133.6469611,139.79771499999998,0,0,0,0,0,0,1,0,0
489,1038,Betlitsa,Kaluzhskaia oblast',Tcentralny,0,0,1,15.0,54.02,33.96,2918.1604,1153.2816,1834.5192,0,0,NA,NA,29469.251539999997,61006.931410000005,85087.17072000001,111364.3619,0.0,0.0,NA,NA,105.9067943,121.41269209999999,128.8549982,135.0374762,0,0,0,0,0,0,1,0,0
490,1042,Maloiaroslavets,Kaluzhskaia oblast',Tcentralny,0,1,1,15.0,55.01,36.74,3026.1001,1349.8276,2021.0674,5455,11729,17892,21200,48853.5278,105623.3604,151405.0303,196256.91,74.03377024,87.79352096,95.88539797,99.23659178,116.5661801,133.8101758,142.27035759999998,148.52735259999997,0,0,0,0,0,0,1,0,0
494,1050,Peremyshl',Kaluzhskaia oblast',Tcentralny,0,0,1,15.0,54.27,36.17,2945.2329,1308.2689,1962.9459,1431,0,NA,NA,38112.85981,79299.25248,113563.2291,148139.8585,52.79662744,0.0,NA,NA,111.2667812,127.2605996,135.4922783,141.7507428,0,0,0,0,0,0,1,0,0
497,1056,Seredeiskii,Kaluzhskaia oblast',Tcentralny,0,0,0,15.0,54.05,35.23,2921.4025,1241.1529,1904.1815,0,0,NA,NA,33475.36323,68473.28222000001,97021.55475,126491.1422,0.0,0.0,NA,NA,108.5464971,123.97038529999999,131.852134,138.013802,0,0,0,0,0,0,1,0,0
499,1061,Ul'ianovo,Kaluzhskaia oblast',Tcentralny,0,0,1,15.0,53.72,35.54,2885.8384,1263.0916,1909.2088,0,0,NA,NA,32695.556989999997,66684.14033,94452.11135,123535.617,0.0,0.0,NA,NA,108.0559102,123.38149750000001,131.2364586,137.4588538,0,0,0,0,0,0,1,0,0
500,1064,Dugna,Kaluzhskaia oblast',Tcentralny,0,0,0,15.0,54.41,36.86,2960.4481,1358.6596,2005.5526,1380,0,NA,NA,41913.37462,89187.65782000001,128452.3663,166716.7971,52.27056876,0.0,NA,NA,113.2811176,129.9257554,138.37554269999998,144.57782230000004,0,0,0,0,0,0,1,0,0
501,1065,Ferzikovo,Kaluzhskaia oblast',Tcentralny,0,0,1,15.0,54.51,36.78,2971.3401,1352.7684,2004.8778,0,0,NA,NA,42746.846860000005,90840.01359,130628.9578,169559.8893,0.0,0.0,NA,NA,113.7006505,130.3445814,138.7711377,144.9847532,0,0,0,0,0,0,1,0,0
502,1069,Khvastovichi,Kaluzhskaia oblast',Tcentralny,0,0,1,15.0,53.47,35.11,2859.0409,1232.7121,1877.3317,0,0,NA,NA,30859.05572,63401.34194,89142.31267,117269.8307,0.0,0.0,NA,NA,106.85740459999998,122.2625632,129.9141621,136.2410186,0,0,0,0,0,0,1,0,0
505,1081,Bui,Kostromskaia oblast',Tcentralny,0,1,0,18.0,58.48,41.53,3419.9104,1724.7409,2428.6744,9667,20352,27221,29200,28157.2164,60296.5146,86748.72355,111128.7136,84.20766227,98.42494068,104.27971579999999,105.71796090000002,104.9714783,121.15470020000001,129.2944328,134.9882501,0,0,0,0,0,0,1,0,0
506,1083,Galich,Kostromskaia oblast',Tcentralny,0,1,0,18.0,58.38,42.34,3408.2244,1792.6756,2471.8092,8856,13695,16119,19400,27251.35751,58706.89543,85144.84501,109118.8594,82.60720295,90.72154990000001,93.85257717,97.4766887,104.3024811,120.56726189999999,128.870382,134.5644781,0,0,0,0,0,0,1,0,0
508,1085,Nerekhta,Kostromskaia oblast',Tcentralny,0,1,0,18.0,57.45,40.58,3300.5025,1646.7364,2331.321,7381,16325,22310,25700,38940.97641,84076.91653,117929.5958,150146.8432,79.32867091,94.09878752,100.2559693,103.1087173,111.72072179999999,128.5839729,136.372019,142.0713585,0,0,0,0,0,0,1,0,0
510,1088,Shar'ia,Kostromskaia oblast',Tcentralny,0,1,0,18.0,58.36,45.51,3405.8896,2071.1601,2655.9636,4222,14333,22268,25800,22875.54693,49591.50825,74802.14675,96769.09956,69.69017636,91.59102203,100.2182379,103.18760040000001,100.7579066,116.8901517,125.9467926,131.7923058,0,0,0,0,0,0,1,0,0
511,1091,Antropovo,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.4,43.01,3410.56,1849.8601,2511.784,0,0,NA,NA,26220.7695,56476.52995,82504.80786,105919.0832,0.0,0.0,NA,NA,103.5165251,119.71818229999998,128.1562526,133.8748669,0,0,0,0,0,0,1,0,0
512,1094,Vokhma,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.93,46.77,3472.7449,2187.4329,2756.1561,0,0,NA,NA,20724.36322,45054.8448,68796.09718,89058.62994,0.0,0.0,NA,NA,98.78501813,114.8248506,124.07514429999999,129.89275320000002,0,0,0,0,0,0,1,0,0
513,1097,Kadyi,Kostromskaia oblast',Tcentralny,0,0,1,18.0,57.78,43.19,3338.5284,1865.3761,2495.5182,0,0,NA,NA,28325.452419999998,61505.45567,89867.57169,115281.2738,0.0,0.0,NA,NA,105.0935815,121.5921081,130.0989448,135.8420619,0,0,0,0,0,0,1,0,0
515,1101,Karavaevo,Kostromskaia oblast',Tcentralny,0,0,0,18.0,57.75,41.08,3335.0625,1687.5664,2372.37,0,0,NA,NA,40611.883010000005,84203.93559,119333.5354,152405.9631,0.0,0.0,NA,NA,112.61063859999999,128.6182116,136.648564,142.42758930000002,0,0,0,0,0,0,1,0,0
516,1103,Krasnoe-na-Volge,Kostromskaia oblast',Tcentralny,0,0,1,18.0,57.51,41.25,3307.4001,1701.5625,2372.2875,4455,0,NA,NA,37369.12576,80360.84865,113157.7044,143693.1897,70.58994649,0.0,NA,NA,110.85142069999999,127.5608145,135.4090106,141.0259726,0,0,0,0,0,0,1,0,0
518,1110,Georgievskoe,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.07,43.07,3372.1249,1855.0249,2501.0749,0,0,NA,NA,27354.83399,59178.37319,86406.21483,110872.2955,0.0,0.0,NA,NA,104.3799073,120.7429882,129.20448059999998,134.9345767,0,0,0,0,0,0,1,0,0
519,1114,Kosmynino,Kostromskaia oblast',Tcentralny,0,0,0,18.0,57.58,40.76,3315.4564,1661.3776,2346.9608,0,0,NA,NA,38585.77568,82338.26964,115979.3368,147646.6761,0.0,0.0,NA,NA,111.52709569999999,128.1105086,135.9828233,141.67134819999998,0,0,0,0,0,0,1,0,0
520,1116,Bogovarovo,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.98,47.03,3478.6404,2211.8209,2773.8294,0,0,NA,NA,20477.32362,44552.7482,68222.03331,88327.66823,0.0,0.0,NA,NA,98.54678605,114.58480279999999,123.8885392,129.7049632,0,0,0,0,0,0,1,0,0
521,1119,Ostrovskoe,Kostromskaia oblast',Tcentralny,0,0,1,18.0,57.8,42.24,3340.84,1784.2176,2441.472,0,0,NA,NA,30998.587460000002,67197.4553,96476.71616,123099.4432,0.0,0.0,NA,NA,106.95069509999999,123.5519095,131.7228368,137.37592869999997,0,0,0,0,0,0,1,0,0
522,1121,Pavino,Kostromskaia oblast',Tcentralny,0,0,1,18.0,59.11,46.15,3493.9921,2129.8225,2727.9265,0,0,NA,NA,20808.64162,45171.26234,68453.55529,88513.20765,0.0,0.0,NA,NA,98.86570775,114.8801623,123.96396899999999,129.75276359999998,0,0,0,0,0,0,1,0,0
523,1124,Parfen'evo,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.48,43.41,3419.9104,1884.4281,2538.6168,1301,0,NA,NA,25203.6203,54551.3576,80151.61697999999,103013.3868,51.42164157,0.0,NA,NA,102.7130142,118.9604213,127.5019318,133.2319432,0,0,0,0,0,0,1,0,0
524,1127,Ponazyrevo,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.35,46.31,3404.7225,2144.6161,2702.1885,0,0,NA,NA,22251.67584,48287.81078,73516.92039,95212.18719,0.0,0.0,NA,NA,100.2035556,116.31481090000001,125.55809520000001,131.4201601,0,0,0,0,0,0,1,0,0
525,1131,Pyshchug,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.88,45.71,3466.8544,2089.4041,2691.4048,0,0,NA,NA,21614.47484,46910.69126,70796.48173,91498.3192,0.0,0.0,NA,NA,99.62272652,115.6915551,124.71449879999999,130.5095098,0,0,0,0,0,0,1,0,0
527,1136,Sudislavl',Kostromskaia oblast',Tcentralny,0,0,1,18.0,57.88,41.71,3350.0944,1739.7241,2414.1748,976,0,NA,NA,32129.31431,69042.86833,98664.09037,125890.9,47.38205718,0.0,NA,NA,107.6930067,124.1549245,132.2379559,137.90206369999999,0,0,0,0,0,0,1,0,0
528,1138,Susanino,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.15,41.59,3381.4225,1729.7281,2418.4585,0,0,NA,NA,30475.6683,65245.34971,93515.3436,119478.0269,0.0,0.0,NA,NA,106.5990973,122.8974017,131.0081874,136.67685659999998,0,0,0,0,0,0,1,0,0
532,1187,Voskresensk,Moskovskaia oblast',Tcentralny,0,1,0,24.0,55.32,38.69,3060.3024,1496.9161,2140.3308,4663,28987,44759,66900,57039.39457999999,125719.1057,178381.1733,226185.2559,71.35880829999999,105.56746129999999,114.68370520000002,123.45330430000001,119.93529620000001,137.8699935,146.208676,152.006945,0,0,0,0,0,0,1,0,0
533,1188,Dmitrov,Moskovskaia oblast',Tcentralny,0,1,0,24.0,56.36,37.54,3176.4496,1409.2516,2115.7544,6390,25029,34415,44500,59558.403770000004,132749.8757,186807.7921,235820.3743,76.78122307,102.572139,109.12409299999999,114.55944209999998,120.883707,139.15085349999998,147.327051,153.03732769999996,0,0,0,0,0,0,1,0,0
537,1200,Zaraisk,Moskovskaia oblast',Tcentralny,0,1,0,35.0,54.76,38.88,2998.6576,1511.6544,2129.0688,11766,17156,20699,23700,44629.25913,96322.4956,139566.929,180091.2756,87.85255341,95.06451329999999,98.76067716,101.46996920000001,114.62153980000001,131.6861173,140.3348129,146.4395034,0,0,0,0,0,0,1,0,0
539,1210,Kashira,Moskovskaia oblast',Tcentralny,0,1,0,24.0,54.84,38.16,3007.4256,1456.1856,2092.6944,7435,17419,22121,39500,49238.61997,109460.3686,158341.2175,203448.8261,79.4585734,95.36141305,100.08567159999998,112.02224040000002,116.7357844,134.63698469999997,143.3409379,149.4058796,0,0,0,0,0,0,1,0,0
540,1212,Klin,Moskovskaia oblast',Tcentralny,0,1,0,24.0,55.64,36.75,3095.8096,1350.5625,2044.77,8722,27691,53322,80900,64797.77601,144759.9697,203585.0129,257577.549,82.3302868,104.6296327,118.463726,127.7119027,122.7448295,141.20170269999997,149.42223869999998,155.2285776,0,0,0,0,0,0,1,0,0
542,1220,Mozhaisk,Moskovskaia oblast',Tcentralny,0,1,0,24.0,55.51,36.03,3081.3601,1298.1609,2000.0253,2625,11752,15697,20300,46139.064360000004,99904.6502,141228.2821,180723.8521,61.98154944,87.83023634,93.33926638,98.37418575,115.33503999999999,132.52548810000002,140.6153155,146.52437859999998,0,0,0,0,0,0,1,0,0
543,1222,Naro-Fominsk,Moskovskaia oblast',Tcentralny,0,1,0,24.0,55.38,36.76,3066.9444,1351.2976,2035.7688,15854,31613,35419,48700,57997.217189999996,128466.5502,182591.0414,232866.4785,93.53166676,107.357029,109.72570209999999,116.49822420000001,120.3003212,138.3781404,146.7733264,152.72561430000002,0,0,0,0,0,0,1,0,0
545,1225,Ozery,Moskovskaia oblast',Tcentralny,0,1,0,24.0,54.85,38.53,3008.5225,1484.5609,2113.3705,14050,22629,24786,26100,47781.792839999995,104582.9757,150671.2062,193779.8706,91.20971373,100.5404793,102.3746172,103.4226068,116.0876941,133.58126289999998,142.15447849999998,148.2179172,0,0,0,0,0,0,1,0,0
548,1231,Pushchino,Moskovskaia oblast',Tcentralny,0,1,0,24.0,54.84,37.64,3007.4256,1416.7696,2064.1776,0,0,NA,10100,51923.55942,112141.5551,159654.2557,204537.3143,0.0,0.0,NA,85.01376064,117.88591219999999,135.1991571,143.5387505,149.5363517,0,0,0,0,0,0,1,0,0
549,1232,Ramenskoe,Moskovskaia oblast',Tcentralny,0,1,0,24.0,55.57,38.24,3088.0249,1462.2976,2124.9968,13645,28405,46465,61000,78999.5285,179485.4893,253259.2996,318755.5719,90.65188664,105.1510882,115.4862869,121.4101882,127.17517590000001,146.357966,154.807573,160.58414230000002,0,0,0,0,0,0,1,0,0
551,1235,Solnechnogorsk,Moskovskaia oblast',Tcentralny,0,1,0,24.0,56.19,36.98,3157.3161,1367.5204,2077.9062,0,13548,24214,33500,60519.07864,135172.0956,189741.4094,239870.9087,0.0,90.51608590000001,101.9026906,108.5618274,121.23582150000001,139.57777969999998,147.705555,153.45898069999998,0,0,0,0,0,0,1,0,0
552,1236,Stupino,Moskovskaia oblast',Tcentralny,0,1,0,24.0,54.9,38.09,3014.01,1450.8481,2091.141,0,18980,40343,59300,51682.16756,112654.4661,160483.4626,206547.0657,0.0,97.04498042,112.46969809999999,120.78811370000001,117.7847456,135.3052989,143.66290580000003,149.7755851,0,0,0,0,0,0,1,0,0
553,1241,Chekhov,Moskovskaia oblast',Tcentralny,0,1,0,24.0,55.14,37.46,3040.4196,1403.2516,2065.5444,0,0,18800,37600,60292.315010000006,132973.3935,187865.2819,238950.6679,0.0,0.0,96.85732969,110.9811541,121.1531669,139.19054680000002,147.46411619999998,153.3637631,0,0,0,0,0,0,1,0,0
554,1242,Shatura,Moskovskaia oblast',Tcentralny,0,1,0,24.0,55.57,39.55,3088.0249,1564.2025,2197.7935,2558,15122,19629,24500,47727.3846,103368.1505,147693.2848,188332.5549,61.57511053,92.61956508,97.70854636,102.1398949,116.06314420000001,133.31132069999998,141.6788618,147.52445580000003,0,0,0,0,0,0,1,0,0
556,1249,Privokzal'nyi,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.99,35.92,3134.8801,1290.2464,2011.1608,0,0,NA,NA,45186.41285,97659.14407000001,137327.9221,175802.8194,0.0,0.0,NA,NA,114.887351,132.002603,139.9519033,145.8567865,0,0,0,0,0,0,1,0,0
557,1250,Sychevo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.06,38.72,3031.6036,1499.2384,2131.9232,0,0,NA,NA,55737.63658,125409.8732,178683.3702,226235.6722,0.0,0.0,NA,NA,119.4301648,137.8121656,146.24961340000002,152.01244069999998,0,0,0,0,0,0,1,0,0
558,1252,Beloozerskii,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.46,38.45,3075.8116,1478.4025,2132.437,0,0,NA,NA,66265.59935,148617.1536,210775.9976,266758.5225,0.0,0.0,NA,NA,123.2416632,141.82734969999998,150.27207819999998,156.1025128,0,0,0,0,0,0,1,0,0
559,1253,Lopatinskii,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.34,38.73,3062.5156,1500.0129,2143.3182,0,0,NA,NA,58411.29358,134142.5358,191259.18899999998,245451.4201,0.0,0.0,NA,NA,120.45643159999999,139.39717819999998,147.8992802,154.0293051,0,0,0,0,0,0,1,0,0
560,1254,Fosforitnyi,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.33,38.89,3061.4089,1512.4321,2151.7837,0,0,NA,NA,56104.775579999994,124025.2249,175450.646,223124.4709,0.0,0.0,NA,NA,119.5737048,137.55161940000002,145.8083555,151.67117230000002,0,0,0,0,0,0,1,0,0
561,1255,Khorlovo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.33,38.82,3061.4089,1506.9924,2147.9106,0,0,NA,NA,56553.2371,126273.3171,179230.8529,228433.4431,0.0,0.0,NA,NA,119.74788600000001,137.9733089,146.32361719999997,152.25092519999998,0,0,0,0,0,0,1,0,0
562,1256,rp im. Tsiurupy,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.49,38.64,3079.1401,1493.0496,2144.1336,0,0,NA,NA,62430.92966,139391.1221,197540.8873,250158.8497,0.0,0.0,NA,NA,121.92170279999999,140.304951,148.6863408,154.50120569999999,0,0,0,0,0,0,1,0,0
563,1258,Iakhroma,Moskovskaia oblast',Tcentralny,0,1,0,24.0,56.29,37.49,3168.5641,1405.5001,2110.3121,8345,14896,16263,17200,63071.23075,142957.5771,201485.0517,254602.2786,81.53038646,92.32995988,94.02497987,95.11446803,122.14714640000001,140.9040981,149.16886100000002,154.9392085,0,0,0,0,0,0,1,0,0
564,1259,Dedenevo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.27,36.71,3054.7729,1347.6241,2028.9617,0,0,NA,NA,55266.46467,120832.1028,171916.1464,220876.625,0.0,0.0,NA,NA,119.2446873,136.940485,145.31728969999998,151.4218741,0,0,0,0,0,0,1,0,0
565,1270,Krasnozavodsk,Moskovskaia oblast',Tcentralny,0,1,0,24.0,56.44,38.23,3185.4736,1461.5329,2157.7012,0,13382,19523,25400,54788.99371,120797.9594,171460.0851,216912.1449,0.0,90.28165296,97.60152751,102.87039659999999,119.05525890000001,136.93387080000002,145.2532537,150.97645580000002,0,0,0,0,0,0,1,0,0
566,1271,Khot'kovo,Moskovskaia oblast',Tcentralny,0,1,0,24.0,56.25,38.0,3164.0625,1444.0,2137.5,0,0,14300,18200,65670.80851,147621.134,208704.4718,263153.3504,0.0,0.0,91.54690752,96.21995093,123.041555,141.66722969999998,150.0300275,155.7626861,0,0,0,0,0,0,1,0,0
567,1273,Bogorodskoe,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.43,36.25,3072.4849,1314.0625,2009.3375,0,0,NA,NA,49313.02798,107476.0555,152180.6136,194689.47199999998,0.0,0.0,NA,NA,116.76841670000002,134.2127663,142.3922729,148.3319655,0,0,0,0,0,0,1,0,0
568,1274,Mukhanovo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,56.51,38.32,3193.3801,1468.4224,2165.4632,0,0,NA,NA,51856.716089999994,115183.6055,163261.6302,206829.7872,0.0,0.0,NA,NA,117.8579412,135.8223053,144.0746325,149.8090676,0,0,0,0,0,0,1,0,0
569,1276,Skoropuskovskii,Moskovskaia oblast',Tcentralny,0,0,0,24.0,56.37,38.18,3177.5769,1457.7124,2152.2066,0,0,NA,NA,59156.671579999995,132457.2994,189004.6783,238882.9753,0.0,0.0,NA,NA,120.7349277,139.0988041,147.6110075,153.3567456,0,0,0,0,0,0,1,0,0
571,1284,Vysokovsk,Moskovskaia oblast',Tcentralny,0,1,0,24.0,56.32,36.56,3171.9424,1336.6336,2059.0592,8100,11500,11100,12200,49242.852510000004,108843.76800000001,152961.9129,194564.9463,80.99314828,87.42441329,86.76364331,88.53287962,116.7376418,134.5059219,142.5145125,148.3163811,0,0,0,0,0,0,1,0,0
572,1286,Reshetnikovo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,56.45,36.57,3186.6025,1337.3649,2064.3765,0,0,NA,NA,47657.85204,104531.4974,146382.519,186330.2491,0.0,0.0,NA,NA,116.031733,133.5698823,141.4667238,147.26492140000002,0,0,0,0,0,0,1,0,0
573,1288,Peski,Moskovskaia oblast',Tcentralny,0,0,0,24.0,54.62,38.8,2983.3444,1505.44,2119.256,0,0,NA,NA,43816.548989999996,93609.41503999999,135517.9913,175081.055,0.0,0.0,NA,NA,114.2283604,131.0312047,139.6381729,145.75743319999998,0,0,0,0,0,0,1,0,0
574,1297,Lotoshino,Moskovskaia oblast',Tcentralny,0,0,1,24.0,56.23,35.64,3161.8129,1270.2096,2004.0372,0,0,NA,NA,40964.92694,88071.41648,123202.7115,157460.8384,0.0,0.0,NA,NA,112.79441570000002,129.6387943,137.39558630000002,143.207463,0,0,0,0,0,0,1,0,0
575,1299,Lukhovitsy,Moskovskaia oblast',Tcentralny,0,1,1,24.0,54.96,39.03,3020.6016,1523.3409,2145.0888,0,0,12700,18100,47233.93708,102550.375,147280.1069,189000.5561,0.0,0.0,89.29035286,96.11189091,115.8393258,133.127969,141.6121787,147.6104775,0,0,0,0,0,0,1,0,0
576,1300,Beloomut,Moskovskaia oblast',Tcentralny,0,0,0,24.0,54.94,39.34,3018.4036,1547.6356,2161.3396,0,0,NA,NA,44309.12029,95197.9376,138548.4611,179027.5286,0.0,0.0,NA,NA,114.4674415,131.4167285,140.1613395,146.29615790000003,0,0,0,0,0,0,1,0,0
577,1306,Oktiabr'skii,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.39,36.7,3068.0521,1346.89,2032.8129999999999,0,0,NA,NA,60855.778229999996,133691.7997,187647.1586,240328.8762,0.0,0.0,NA,NA,121.35802959999998,139.3177121,147.4359025,153.5062416,0,0,0,0,0,0,1,0,0
578,1309,Uvarovka,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.53,35.6,3083.5809,1267.36,1976.868,0,0,NA,NA,41280.0647,88486.58664,124835.405,160109.7633,0.0,0.0,NA,NA,112.95725290000001,129.7459109,137.70439019999998,143.60702560000001,0,0,0,0,0,0,1,0,0
581,1316,Kievskii,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.43,36.91,3072.4849,1362.3481,2045.9213,0,0,NA,NA,65586.53588,146373.8142,206719.3717,262930.8745,0.0,0.0,NA,NA,123.0130695,141.4653092,149.7959962,155.7415753,0,0,0,0,0,0,1,0,0
583,1321,rp im. Vorovskogo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.73,38.32,3105.8329,1468.4224,2135.5736,0,0,NA,NA,81445.36685,188695.5548,268324.6253,337127.554,0.0,0.0,NA,NA,127.86380179999999,147.5712357,156.24882040000003,162.00749869999999,0,0,0,0,0,0,1,0,0
584,1322,Obukhovo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.62,38.38,3093.5844,1473.0244,2134.6956,3906,0,NA,NA,75127.62912,171166.0086,242676.9796,305801.4506,68.39735118,0.0,NA,NA,126.04426409999998,145.2118793,153.7472664,159.5343631,0,0,0,0,0,0,1,0,0
585,1324,Chernogolovka,Moskovskaia oblast',Tcentralny,0,0,0,24.0,56.01,38.39,3137.1201,1473.7921,2150.2239,0,0,NA,NA,70220.31648,159226.4123,225077.4918,283097.7511,0.0,0.0,NA,NA,124.53205120000001,143.4744591,151.8859064,157.5915555,0,0,0,0,0,0,1,0,0
586,1326,Golitsyno,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.61,36.99,3092.4721,1368.2601,2057.0139,1500,0,NA,NA,77605.85234,176407.0381,249050.2951,314752.6665,53.48319243,0.0,NA,NA,126.774046,145.9396719,154.3908172,160.2640144,0,0,0,0,0,0,1,0,0
587,1329,Kubinka,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.57,36.7,3088.0249,1346.89,2039.4189999999999,0,0,NA,NA,62678.95374,140354.4288,199275.8256,254268.0035,0.0,0.0,NA,NA,122.00927800000001,140.4681532,148.8996689,154.90650349999999,0,0,0,0,0,0,1,0,0
588,1334,Drezna,Moskovskaia oblast',Tcentralny,0,1,0,24.0,55.74,38.85,3106.9476,1509.3225,2165.499,7897,11300,11500,12500,65038.72119,142301.8324,199566.9549,250840.3572,80.53695162,87.09663891,87.42441329,88.99061893,122.8270834,140.79497080000002,148.935299,154.5688462,0,0,0,0,0,0,1,0,0
589,1335,Kurovskoe,Moskovskaia oblast',Tcentralny,0,1,0,24.0,55.59,38.93,3090.2481,1515.5449,2164.1187,3388,11422,16350,17500,59081.09616,129414.8226,182691.3271,231055.8011,66.06430363,87.29719134,94.12847755,95.45204337,120.7068362,138.5512195,146.786631,152.5327389,0,0,0,0,0,0,1,0,0
590,1336,Likino-Dulevo,Moskovskaia oblast',Tcentralny,0,1,0,24.0,55.69,38.97,3101.3761,1518.6609,2170.2393,11341,18490,24612,27500,60638.38389,132238.1253,185633.4373,233990.3857,87.16425245,96.53033662,102.2321068,104.4880836,121.279195,139.0597439,147.1740017,152.844642,0,0,0,0,0,0,1,0,0
